numero_commande,date_commande,client,montant_total_commande,sku_produit,produit_designation,quantite,prix_unitaire_cad,sous_total_ligne_cad
CMD-0007413,2023-10-05,Services Automobiles Express,4843.8,ALT-10849,Bobine d'allumage (Valeo),9,340.08,3060.72
CMD-0007413,2023-10-05,Services Automobiles Express,4843.8,BEL-30851,Radiateur alu (Continental),1,209.82,209.82
CMD-0007414,2023-02-17,Auto Clinic,2622.07,CAL-34486,Disque ventilé (Textar),7,187.48,1312.36
CMD-0007414,2023-02-17,Auto Clinic,2622.07,SEN-33032,Alternateur 140A (Denso),1,257.25,257.25
CMD-0007414,2023-02-17,Auto Clinic,2622.07,ARM-14608,Amortisseur bitube (Bilstein),6,175.41,1052.46
CMD-0007415,2023-12-20,Auto Clinic,4491.84,BRK-03960,Étrier reconditionné (Bosch),2,152.18,304.36
CMD-0007415,2023-12-20,Auto Clinic,4491.84,ALT-16065,Sonde Lambda amont (Bosch),6,163.22,979.32
CMD-0007415,2023-12-20,Auto Clinic,4491.84,CAB-28963,Filtre à air (Mann-Filter),8,61.65,493.2
CMD-0007415,2023-12-20,Auto Clinic,4491.84,SEN-12258,Sonde Lambda amont (Bosch),7,346.78,2427.46
CMD-0007415,2023-12-20,Auto Clinic,4491.84,ROT-21700,Disque ventilé (Brembo),10,28.75,287.5
CMD-0007416,2023-06-18,Concessionnaire XYZ,3993.3,CAL-12311,Étrier reconditionné (Bosch),9,49.67,447.03
CMD-0007416,2023-06-18,Concessionnaire XYZ,3993.3,SEN-49078,Capteur vilebrequin (Valeo),3,491.13,1473.39
CMD-0007416,2023-06-18,Concessionnaire XYZ,3993.3,BEL-06303,Courroie accessoire (Nissens),4,299.85,1199.4
CMD-0007416,2023-06-18,Concessionnaire XYZ,3993.3,ROT-27548,Étrier reconditionné (TRW),1,169.26,169.26
CMD-0007416,2023-06-18,Concessionnaire XYZ,3993.3,CAL-22537,Plaquettes AR (Bosch),6,117.37,704.22
CMD-0007417,2023-02-19,Atelier Mécanique 360,4311.8,WAT-28041,Kit distribution + pompe (Continental),5,231.54,1157.7
CMD-0007417,2023-02-19,Atelier Mécanique 360,4311.8,ROT-29356,Plaquettes AR (TRW),1,71.24,71.24
CMD-0007417,2023-02-19,Atelier Mécanique 360,4311.8,FLT-34475,Filtre à huile (Mann-Filter),6,13.97,83.82
CMD-0007417,2023-02-19,Atelier Mécanique 360,4311.8,STR-20140,Démarreur 1.8kW (Bosch),11,272.64,2999.04
CMD-0007418,2023-04-14,Moteurs & Cie,3439.74,FLT-21847,Filtre carburant diesel (Mann-Filter),2,15.58,31.16
CMD-0007418,2023-04-14,Moteurs & Cie,3439.74,STR-35874,Alternateur 140A (Denso),11,38.82,427.02
CMD-0007418,2023-04-14,Moteurs & Cie,3439.74,CAL-45226,Étrier reconditionné (Bosch),8,165.63,1325.04
CMD-0007418,2023-04-14,Moteurs & Cie,3439.74,ARM-04754,Amortisseur bitube (Moog),2,67.62,135.24
CMD-0007418,2023-04-14,Moteurs & Cie,3439.74,CAL-33401,Disque ventilé (TRW),11,128.24,1410.64
CMD-0007418,2023-04-14,Moteurs & Cie,3439.74,AIR-31188,Filtre carburant diesel (Bosch),12,9.22,110.64
CMD-0007419,2023-07-30,Services Automobiles Express,3111.84,WAT-21745,Kit distribution + pompe (Gates),3,293.64,880.92
CMD-0007419,2023-07-30,Services Automobiles Express,3111.84,WAT-20369,Radiateur alu (Valeo),8,24.51,196.08
CMD-0007419,2023-07-30,Services Automobiles Express,3111.84,ROT-31980,Étrier reconditionné (Bosch),7,41.56,290.92
CMD-0007419,2023-07-30,Services Automobiles Express,3111.84,BRK-21335,Étrier reconditionné (Ferodo),8,217.99,1743.92
CMD-0007420,2023-11-03,Pneus & Mécanique Pro,399.22,ARM-12639,Ressort hélicoïdal (Bilstein),1,65.85,65.85
CMD-0007420,2023-11-03,Pneus & Mécanique Pro,399.22,BRK-47894,Étrier reconditionné (Ferodo),1,105.28,105.28
CMD-0007420,2023-11-03,Pneus & Mécanique Pro,399.22,STR-44326,Capteur vilebrequin (Bosch),3,76.03,228.09
CMD-0007421,2023-01-06,Auto-Réparation ABC,3924.18,WAT-36522,Radiateur alu (Nissens),4,254.6,1018.4
CMD-0007421,2023-01-06,Auto-Réparation ABC,3924.18,SUS-20083,Bras oscillant inférieur (KYB),9,85.3,767.7
CMD-0007421,2023-01-06,Auto-Réparation ABC,3924.18,STR-43173,Bobine d'allumage (Delphi),8,267.26,2138.08
CMD-0007422,2023-03-17,Garage Les Experts,269.28,BRK-05465,Plaquettes AR (Brembo),5,38.56,192.8
CMD-0007422,2023-03-17,Garage Les Experts,269.28,SEN-08225,Alternateur 140A (Valeo),1,76.48,76.48
CMD-0007423,2023-05-27,Centre Auto Plus,3821.77,BRK-05709,Disque ventilé (TRW),12,110.44,1325.28
CMD-0007423,2023-05-27,Centre Auto Plus,3821.77,FLT-00851,Filtre à air (Bosch),12,47.26,567.12
CMD-0007423,2023-05-27,Centre Auto Plus,3821.77,WAT-17187,Courroie accessoire (Valeo),10,180.54,1805.4
CMD-0007423,2023-05-27,Centre Auto Plus,3821.77,CAB-15420,Filtre à huile (Wix),11,11.27,123.97
CMD-0007424,2023-04-20,Garage Royal,288.59,ALT-18505,Bobine d'allumage (Valeo),1,288.59,288.59
CMD-0007425,2023-05-21,Auto-Réparation ABC,5173.24,AIR-03849,Filtre à huile (Purflux),8,52.09,416.72
CMD-0007425,2023-05-21,Auto-Réparation ABC,5173.24,STR-05965,Alternateur 140A (Delphi),10,159.86,1598.6
CMD-0007425,2023-05-21,Auto-Réparation ABC,5173.24,BRK-10366,Plaquettes AR (Ferodo),12,263.16,3157.92
CMD-0007426,2023-01-23,Concessionnaire XYZ,4927.81,CAL-20625,Plaquettes AR (Brembo),8,140.31,1122.48
CMD-0007426,2023-01-23,Concessionnaire XYZ,4927.81,STR-30127,Démarreur 1.8kW (Valeo),10,50.95,509.5
CMD-0007426,2023-01-23,Concessionnaire XYZ,4927.81,CAL-08255,Disque ventilé (Textar),11,22.9,251.9
CMD-0007426,2023-01-23,Concessionnaire XYZ,4927.81,STR-44128,Capteur vilebrequin (NGK),9,141.38,1272.42
CMD-0007426,2023-01-23,Concessionnaire XYZ,4927.81,ROT-39225,Plaquettes AR (Brembo),5,76.49,382.45
CMD-0007426,2023-01-23,Concessionnaire XYZ,4927.81,SEN-33337,Démarreur 1.8kW (Bosch),6,231.51,1389.06
CMD-0007427,2023-11-05,Atelier Mécanique 360,7155.58,STR-10232,Ressort hélicoïdal (KYB),9,160.77,1446.93
CMD-0007427,2023-11-05,Atelier Mécanique 360,7155.58,BEL-33358,Thermostat piloté (Continental),11,305.21,3357.31
CMD-0007427,2023-11-05,Atelier Mécanique 360,7155.58,STR-11302,Ressort hélicoïdal (KYB),9,261.26,2351.34
CMD-0007428,2023-02-28,Garage Les Experts,5591.81,ALT-41503,Capteur vilebrequin (Delphi),4,276.43,1105.72
CMD-0007428,2023-02-28,Garage Les Experts,5591.81,STR-05412,Ressort hélicoïdal (Sachs),8,174.7,1397.6
CMD-0007428,2023-02-28,Garage Les Experts,5591.81,AIR-34148,Filtre habitacle charbon (Wix),2,37.29,74.58
CMD-0007428,2023-02-28,Garage Les Experts,5591.81,FLT-21593,Filtre carburant diesel (Mann-Filter),11,24.31,267.41
CMD-0007428,2023-02-28,Garage Les Experts,5591.81,ALT-15269,Alternateur 140A (Bosch),6,457.75,2746.5
CMD-0007429,2023-02-26,Concessionnaire XYZ,4581.48,RAD-20652,Thermostat piloté (Continental),1,308.15,308.15
CMD-0007429,2023-02-26,Concessionnaire XYZ,4581.48,RAD-47110,Thermostat piloté (Gates),11,306.85,3375.35
CMD-0007429,2023-02-26,Concessionnaire XYZ,4581.48,STR-45650,Rotule de direction (Monroe),10,62.63,626.3
CMD-0007429,2023-02-26,Concessionnaire XYZ,4581.48,CAB-32760,Filtre habitacle charbon (Bosch),8,33.96,271.68
CMD-0007430,2023-01-29,Centre Auto Plus,5237.1,CAB-18666,Filtre à huile (Bosch),5,36.92,184.6
CMD-0007430,2023-01-29,Centre Auto Plus,5237.1,ALT-40345,Bobine d'allumage (Denso),10,50.14,501.4
CMD-0007430,2023-01-29,Centre Auto Plus,5237.1,WAT-18434,Courroie accessoire (SKF),4,340.73,1362.92
CMD-0007430,2023-01-29,Centre Auto Plus,5237.1,ARM-22862,Rotule de direction (Bilstein),10,264.65,2646.5
CMD-0007430,2023-01-29,Centre Auto Plus,5237.1,STR-28713,Bras oscillant inférieur (Moog),6,90.28,541.68
CMD-0007431,2023-02-14,Services Automobiles Express,5760.54,SEN-06984,Sonde Lambda amont (Denso),9,197.58,1778.22
CMD-0007431,2023-02-14,Services Automobiles Express,5760.54,BRK-05709,Disque ventilé (TRW),10,110.44,1104.4
CMD-0007431,2023-02-14,Services Automobiles Express,5760.54,ALT-28153,Bobine d'allumage (Denso),8,359.74,2877.92
CMD-0007432,2023-12-16,Atelier Mécanique 360,4645.86,WAT-44958,Courroie accessoire (Continental),1,321.93,321.93
CMD-0007432,2023-12-16,Atelier Mécanique 360,4645.86,ALT-36862,Bobine d'allumage (Bosch),3,304.14,912.42
CMD-0007432,2023-12-16,Atelier Mécanique 360,4645.86,STR-03439,Amortisseur bitube (Monroe),11,39.1,430.1
CMD-0007432,2023-12-16,Atelier Mécanique 360,4645.86,AIR-47742,Filtre à huile (Mahle),12,58.05,696.6
CMD-0007432,2023-12-16,Atelier Mécanique 360,4645.86,STR-01648,Bobine d'allumage (Delphi),11,207.71,2284.81
CMD-0007433,2023-10-20,Garage du Centre,3919.15,BRK-39612,Étrier reconditionné (Ferodo),7,112.82,789.74
CMD-0007433,2023-10-20,Garage du Centre,3919.15,BEL-40832,Courroie accessoire (Continental),11,139.65,1536.15
CMD-0007433,2023-10-20,Garage du Centre,3919.15,ROT-26132,Étrier reconditionné (Bosch),1,48.56,48.56
CMD-0007433,2023-10-20,Garage du Centre,3919.15,STR-19251,Bobine d'allumage (Bosch),8,123.43,987.44
CMD-0007433,2023-10-20,Garage du Centre,3919.15,FLT-48931,Filtre à huile (Purflux),9,29.26,263.34
CMD-0007433,2023-10-20,Garage du Centre,3919.15,STR-01490,Amortisseur bitube (Bilstein),8,36.74,293.92
CMD-0007434,2023-05-24,Carrosserie Moderne,5597.21,STR-28600,Capteur vilebrequin (Denso),12,226.28,2715.36
CMD-0007434,2023-05-24,Carrosserie Moderne,5597.21,ALT-00063,Sonde Lambda amont (Valeo),5,175.26,876.3
CMD-0007434,2023-05-24,Carrosserie Moderne,5597.21,RAD-00663,Courroie accessoire (Gates),5,401.11,2005.55
CMD-0007435,2023-12-16,Garage du Centre,4418.9,AIR-13641,Filtre à huile (Bosch),6,50.99,305.94
CMD-0007435,2023-12-16,Garage du Centre,4418.9,CAL-31413,Plaquettes AV (Textar),1,147.92,147.92
CMD-0007435,2023-12-16,Garage du Centre,4418.9,STR-14810,Bras oscillant inférieur (Monroe),9,51.18,460.62
CMD-0007435,2023-12-16,Garage du Centre,4418.9,CAB-07936,Filtre habitacle charbon (Mahle),2,28.65,57.3
CMD-0007435,2023-12-16,Garage du Centre,4418.9,BEL-22840,Radiateur alu (Valeo),1,140.08,140.08
CMD-0007435,2023-12-16,Garage du Centre,4418.9,BEL-11977,Radiateur alu (Valeo),11,300.64,3307.04
CMD-0007436,2023-01-13,Garage du Centre,7342.09,WAT-44998,Thermostat piloté (Valeo),8,254.48,2035.84
CMD-0007436,2023-01-13,Garage du Centre,7342.09,RAD-42710,Kit distribution + pompe (Valeo),10,285.35,2853.5
CMD-0007436,2023-01-13,Garage du Centre,7342.09,ARM-32841,Amortisseur bitube (KYB),2,234.18,468.36
CMD-0007436,2023-01-13,Garage du Centre,7342.09,ROT-21700,Disque ventilé (Brembo),4,28.75,115.0
CMD-0007436,2023-01-13,Garage du Centre,7342.09,STR-01648,Bobine d'allumage (Delphi),9,207.71,1869.39
CMD-0007437,2023-08-01,Services Automobiles Express,3731.03,FLT-32349,Filtre à huile (Wix),11,45.37,499.07
CMD-0007437,2023-08-01,Services Automobiles Express,3731.03,AIR-49797,Filtre carburant diesel (Mann-Filter),6,6.39,38.34
CMD-0007437,2023-08-01,Services Automobiles Express,3731.03,STR-12346,Démarreur 1.8kW (Valeo),6,442.57,2655.42
CMD-0007437,2023-08-01,Services Automobiles Express,3731.03,CAB-24617,Filtre carburant diesel (Mahle),5,58.68,293.4
CMD-0007437,2023-08-01,Services Automobiles Express,3731.03,RAD-22504,Kit distribution + pompe (Gates),3,52.0,156.0
CMD-0007437,2023-08-01,Services Automobiles Express,3731.03,AIR-22000,Filtre carburant diesel (Purflux),12,7.4,88.8
CMD-0007438,2023-06-27,Pièces Auto Dépôt,1860.9,SUS-44434,Amortisseur bitube (Monroe),10,186.09,1860.9
CMD-0007439,2023-08-05,Carrosserie Moderne,3588.8,STR-05265,Démarreur 1.8kW (Bosch),3,437.88,1313.64
CMD-0007439,2023-08-05,Carrosserie Moderne,3588.8,SUS-15680,Ressort hélicoïdal (Sachs),1,359.9,359.9
CMD-0007439,2023-08-05,Carrosserie Moderne,3588.8,ALT-24786,Capteur vilebrequin (Delphi),8,127.72,1021.76
CMD-0007439,2023-08-05,Carrosserie Moderne,3588.8,ROT-24902,Plaquettes AV (TRW),10,89.35,893.5
CMD-0007440,2023-12-11,Centre Auto Plus,387.36,BRK-32182,Étrier reconditionné (Bosch),6,56.38,338.28
CMD-0007440,2023-12-11,Centre Auto Plus,387.36,ROT-16244,Plaquettes AR (Ferodo),2,24.54,49.08
CMD-0007441,2023-09-26,Atelier Mécanique 360,5771.15,STR-41686,Sonde Lambda amont (NGK),12,112.78,1353.36
CMD-0007441,2023-09-26,Atelier Mécanique 360,5771.15,WAT-41027,Courroie accessoire (Nissens),6,320.05,1920.3
CMD-0007441,2023-09-26,Atelier Mécanique 360,5771.15,CAL-01601,Disque ventilé (Brembo),8,207.01,1656.08
CMD-0007441,2023-09-26,Atelier Mécanique 360,5771.15,BEL-37577,Kit distribution + pompe (SKF),9,76.39,687.51
CMD-0007441,2023-09-26,Atelier Mécanique 360,5771.15,CAB-11205,Filtre à huile (Purflux),10,15.39,153.9
CMD-0007442,2023-02-10,Garage Tremblay,413.53,ROT-29640,Disque ventilé (Ferodo),5,77.56,387.8
CMD-0007442,2023-02-10,Garage Tremblay,413.53,RAD-35143,Radiateur alu (Continental),1,25.73,25.73
CMD-0007443,2023-08-12,Mécanique Rapide Inc.,229.86,AIR-35007,Filtre carburant diesel (Wix),6,38.31,229.86
CMD-0007444,2023-05-22,Garage Tremblay,2852.06,ARM-12921,Ressort hélicoïdal (Sachs),10,261.9,2619.0
CMD-0007444,2023-05-22,Garage Tremblay,2852.06,BEL-22806,Thermostat piloté (Gates),1,233.06,233.06
CMD-0007445,2023-02-07,Auto Clinic,3352.22,SUS-27109,Ressort hélicoïdal (KYB),5,65.86,329.3
CMD-0007445,2023-02-07,Auto Clinic,3352.22,CAB-05994,Filtre à huile (Mahle),3,26.32,78.96
CMD-0007445,2023-02-07,Auto Clinic,3352.22,BEL-07127,Courroie accessoire (Nissens),3,73.18,219.54
CMD-0007445,2023-02-07,Auto Clinic,3352.22,CAL-20880,Disque ventilé (Brembo),2,122.83,245.66
CMD-0007445,2023-02-07,Auto Clinic,3352.22,CAB-29125,Filtre à air (Purflux),2,8.22,16.44
CMD-0007445,2023-02-07,Auto Clinic,3352.22,SEN-42007,Démarreur 1.8kW (Bosch),8,307.79,2462.32
CMD-0007446,2023-12-13,Pneus & Mécanique Pro,3809.16,ARM-26734,Rotule de direction (KYB),12,317.43,3809.16
CMD-0007447,2023-10-14,Carrosserie Moderne,4691.53,ROT-20350,Plaquettes AR (Ferodo),3,206.85,620.55
CMD-0007447,2023-10-14,Carrosserie Moderne,4691.53,STR-00550,Rotule de direction (Bilstein),8,228.63,1829.04
CMD-0007447,2023-10-14,Carrosserie Moderne,4691.53,ARM-31511,Amortisseur bitube (Sachs),10,91.95,919.5
CMD-0007447,2023-10-14,Carrosserie Moderne,4691.53,ARM-06973,Rotule de direction (Monroe),8,92.87,742.96
CMD-0007447,2023-10-14,Carrosserie Moderne,4691.53,FLT-29646,Filtre habitacle charbon (Mann-Filter),12,48.29,579.48
CMD-0007448,2023-08-14,Moteurs & Cie,1730.86,CAB-46659,Filtre à huile (Mahle),2,24.43,48.86
CMD-0007448,2023-08-14,Moteurs & Cie,1730.86,STR-13422,Bras oscillant inférieur (Moog),8,210.25,1682.0
CMD-0007449,2023-01-12,Auto-Réparation ABC,1408.99,BEL-02983,Thermostat piloté (Valeo),3,394.03,1182.09
CMD-0007449,2023-01-12,Auto-Réparation ABC,1408.99,AIR-15348,Filtre à huile (Bosch),8,20.0,160.0
CMD-0007449,2023-01-12,Auto-Réparation ABC,1408.99,CAB-43218,Filtre carburant diesel (Mann-Filter),2,33.45,66.9
CMD-0007450,2023-11-20,Garage du Centre,6271.6,ROT-25549,Plaquettes AR (Ferodo),5,78.1,390.5
CMD-0007450,2023-11-20,Garage du Centre,6271.6,RAD-25340,Courroie accessoire (Gates),12,109.88,1318.56
CMD-0007450,2023-11-20,Garage du Centre,6271.6,CAL-25368,Plaquettes AR (Bosch),8,66.87,534.96
CMD-0007450,2023-11-20,Garage du Centre,6271.6,WAT-27318,Courroie accessoire (Valeo),12,299.54,3594.48
CMD-0007450,2023-11-20,Garage du Centre,6271.6,STR-16580,Bras oscillant inférieur (KYB),2,216.55,433.1
CMD-0007451,2023-06-23,Garage Royal,2142.6,STR-46544,Sonde Lambda amont (Denso),10,214.26,2142.6
CMD-0007452,2023-03-08,Atelier Mécanique 360,8864.83,ARM-18580,Amortisseur bitube (Sachs),10,327.46,3274.6
CMD-0007452,2023-03-08,Atelier Mécanique 360,8864.83,CAB-20351,Filtre carburant diesel (Mahle),6,30.51,183.06
CMD-0007452,2023-03-08,Atelier Mécanique 360,8864.83,WAT-31170,Courroie accessoire (Valeo),2,227.48,454.96
CMD-0007452,2023-03-08,Atelier Mécanique 360,8864.83,ALT-33090,Bobine d'allumage (Delphi),3,415.99,1247.97
CMD-0007452,2023-03-08,Atelier Mécanique 360,8864.83,ALT-02820,Alternateur 140A (NGK),8,386.24,3089.92
CMD-0007452,2023-03-08,Atelier Mécanique 360,8864.83,RAD-37263,Kit distribution + pompe (Continental),4,153.58,614.32
CMD-0007453,2023-05-03,Garage du Centre,643.47,AIR-07665,Filtre habitacle charbon (Purflux),7,40.15,281.05
CMD-0007453,2023-05-03,Garage du Centre,643.47,CAB-38750,Filtre carburant diesel (Purflux),3,17.93,53.79
CMD-0007453,2023-05-03,Garage du Centre,643.47,AIR-04245,Filtre à air (Wix),7,44.09,308.63
CMD-0007454,2023-07-17,Garage du Centre,67.8,CAL-32549,Flexible de frein (Brembo),2,33.9,67.8
CMD-0007455,2023-07-28,Services Automobiles Express,34.64,AIR-06670,Filtre à huile (Wix),4,8.66,34.64
CMD-0007456,2023-03-30,Pneus & Mécanique Pro,5031.07,WAT-20369,Radiateur alu (Valeo),5,24.51,122.55
CMD-0007456,2023-03-30,Pneus & Mécanique Pro,5031.07,BRK-21335,Étrier reconditionné (Ferodo),4,217.99,871.96
CMD-0007456,2023-03-30,Pneus & Mécanique Pro,5031.07,ALT-38317,Sonde Lambda amont (Denso),12,238.5,2862.0
CMD-0007456,2023-03-30,Pneus & Mécanique Pro,5031.07,WAT-21745,Kit distribution + pompe (Gates),4,293.64,1174.56
CMD-0007457,2023-05-02,Concessionnaire XYZ,2254.68,ARM-05762,Bras oscillant inférieur (KYB),6,274.49,1646.94
CMD-0007457,2023-05-02,Concessionnaire XYZ,2254.68,CAL-33732,Plaquettes AV (Bosch),6,101.29,607.74
CMD-0007458,2023-12-22,Services Automobiles Express,5085.37,ROT-19402,Étrier reconditionné (Ferodo),10,144.56,1445.6
CMD-0007458,2023-12-22,Services Automobiles Express,5085.37,AIR-40274,Filtre carburant diesel (Mahle),2,16.73,33.46
CMD-0007458,2023-12-22,Services Automobiles Express,5085.37,STR-01176,Sonde Lambda amont (Delphi),9,34.94,314.46
CMD-0007458,2023-12-22,Services Automobiles Express,5085.37,STR-46490,Démarreur 1.8kW (Bosch),8,55.7,445.6
CMD-0007458,2023-12-22,Services Automobiles Express,5085.37,STR-27227,Amortisseur bitube (Moog),11,258.75,2846.25
CMD-0007459,2023-09-16,Garage Tremblay,6038.57,WAT-44958,Courroie accessoire (Continental),11,321.93,3541.23
CMD-0007459,2023-09-16,Garage Tremblay,6038.57,SUS-36442,Rotule de direction (Monroe),1,216.06,216.06
CMD-0007459,2023-09-16,Garage Tremblay,6038.57,AIR-47742,Filtre à huile (Mahle),10,58.05,580.5
CMD-0007459,2023-09-16,Garage Tremblay,6038.57,STR-03439,Amortisseur bitube (Monroe),1,39.1,39.1
CMD-0007459,2023-09-16,Garage Tremblay,6038.57,STR-01648,Bobine d'allumage (Delphi),8,207.71,1661.68
CMD-0007460,2023-06-15,Pneus & Mécanique Pro,4867.48,ARM-09325,Ressort hélicoïdal (Bilstein),4,320.84,1283.36
CMD-0007460,2023-06-15,Pneus & Mécanique Pro,4867.48,SEN-40952,Capteur vilebrequin (Delphi),8,336.29,2690.32
CMD-0007460,2023-06-15,Pneus & Mécanique Pro,4867.48,BRK-43137,Plaquettes AV (TRW),5,178.76,893.8
CMD-0007461,2023-08-28,Moteurs & Cie,1179.42,ALT-18757,Sonde Lambda amont (Delphi),1,197.3,197.3
CMD-0007461,2023-08-28,Moteurs & Cie,1179.42,RAD-40484,Radiateur alu (SKF),2,352.38,704.76
CMD-0007461,2023-08-28,Moteurs & Cie,1179.42,ROT-00904,Flexible de frein (Bosch),4,69.34,277.36
CMD-0007462,2023-12-06,Pneus & Mécanique Pro,2712.84,BRK-31348,Disque ventilé (TRW),4,83.92,335.68
CMD-0007462,2023-12-06,Pneus & Mécanique Pro,2712.84,FLT-17548,Filtre carburant diesel (Bosch),4,20.99,83.96
CMD-0007462,2023-12-06,Pneus & Mécanique Pro,2712.84,STR-40229,Sonde Lambda amont (Bosch),7,267.51,1872.57
CMD-0007462,2023-12-06,Pneus & Mécanique Pro,2712.84,ALT-39046,Démarreur 1.8kW (Valeo),7,60.09,420.63
CMD-0007463,2023-09-25,Moteurs & Cie,4860.36,RAD-26065,Kit distribution + pompe (Continental),12,190.58,2286.96
CMD-0007463,2023-09-25,Moteurs & Cie,4860.36,STR-18920,Amortisseur bitube (Monroe),10,238.24,2382.4
CMD-0007463,2023-09-25,Moteurs & Cie,4860.36,FLT-39754,Filtre habitacle charbon (Wix),5,10.36,51.8
CMD-0007463,2023-09-25,Moteurs & Cie,4860.36,ARM-32531,Bras oscillant inférieur (Bilstein),4,34.8,139.2
CMD-0007464,2023-01-26,Auto-Réparation ABC,3530.42,ARM-38011,Rotule de direction (Sachs),9,139.93,1259.37
CMD-0007464,2023-01-26,Auto-Réparation ABC,3530.42,AIR-32953,Filtre habitacle charbon (Bosch),7,12.02,84.14
CMD-0007464,2023-01-26,Auto-Réparation ABC,3530.42,SUS-32598,Bras oscillant inférieur (Sachs),11,198.81,2186.91
CMD-0007465,2023-12-06,Concessionnaire XYZ,2760.18,ALT-12536,Capteur vilebrequin (Valeo),6,460.03,2760.18
CMD-0007466,2023-02-20,Pièces Auto Dépôt,4742.07,SEN-16118,Bobine d'allumage (Delphi),9,311.32,2801.88
CMD-0007466,2023-02-20,Pièces Auto Dépôt,4742.07,CAB-02551,Filtre carburant diesel (Bosch),10,31.41,314.1
CMD-0007466,2023-02-20,Pièces Auto Dépôt,4742.07,BEL-19934,Courroie accessoire (Gates),5,247.65,1238.25
CMD-0007466,2023-02-20,Pièces Auto Dépôt,4742.07,WAT-34253,Kit distribution + pompe (Valeo),2,193.92,387.84
CMD-0007467,2023-04-06,Garage Royal,6204.38,ALT-21944,Alternateur 140A (Valeo),3,180.54,541.62
CMD-0007467,2023-04-06,Garage Royal,6204.38,ROT-29640,Disque ventilé (Ferodo),11,77.56,853.16
CMD-0007467,2023-04-06,Garage Royal,6204.38,RAD-35143,Radiateur alu (Continental),10,25.73,257.3
CMD-0007467,2023-04-06,Garage Royal,6204.38,SUS-41277,Amortisseur bitube (Monroe),12,100.2,1202.4
CMD-0007467,2023-04-06,Garage Royal,6204.38,ARM-26734,Rotule de direction (KYB),2,317.43,634.86
CMD-0007467,2023-04-06,Garage Royal,6204.38,STR-29397,Bobine d'allumage (Valeo),8,339.38,2715.04
CMD-0007468,2023-11-14,Garage du Centre,2632.42,ROT-21700,Disque ventilé (Brembo),9,28.75,258.75
CMD-0007468,2023-11-14,Garage du Centre,2632.42,FLT-01153,Filtre carburant diesel (Bosch),3,5.39,16.17
CMD-0007468,2023-11-14,Garage du Centre,2632.42,CAB-15420,Filtre à huile (Wix),3,11.27,33.81
CMD-0007468,2023-11-14,Garage du Centre,2632.42,STR-01648,Bobine d'allumage (Delphi),7,207.71,1453.97
CMD-0007468,2023-11-14,Garage du Centre,2632.42,ROT-11097,Plaquettes AR (Brembo),10,35.18,351.8
CMD-0007468,2023-11-14,Garage du Centre,2632.42,BRK-14240,Plaquettes AR (Textar),4,129.48,517.92
CMD-0007469,2023-05-16,Garage Tremblay,4310.08,ROT-21700,Disque ventilé (Brembo),2,28.75,57.5
CMD-0007469,2023-05-16,Garage Tremblay,4310.08,SUS-09875,Amortisseur bitube (Monroe),5,229.36,1146.8
CMD-0007469,2023-05-16,Garage Tremblay,4310.08,BEL-41870,Thermostat piloté (Nissens),11,143.7,1580.7
CMD-0007469,2023-05-16,Garage Tremblay,4310.08,ARM-07694,Rotule de direction (Moog),6,254.18,1525.08
CMD-0007470,2023-11-15,Atelier Mécanique 360,4477.76,SEN-00403,Bobine d'allumage (NGK),10,285.5,2855.0
CMD-0007470,2023-11-15,Atelier Mécanique 360,4477.76,SUS-47611,Ressort hélicoïdal (Moog),4,250.53,1002.12
CMD-0007470,2023-11-15,Atelier Mécanique 360,4477.76,ROT-10873,Étrier reconditionné (TRW),12,39.97,479.64
CMD-0007470,2023-11-15,Atelier Mécanique 360,4477.76,FLT-28545,Filtre à huile (Mahle),3,47.0,141.0
CMD-0007471,2023-11-22,Services Automobiles Express,119.04,CAB-10878,Filtre à huile (Wix),3,39.68,119.04
CMD-0007472,2023-04-04,Pneus & Mécanique Pro,9249.17,ALT-33745,Capteur vilebrequin (Delphi),3,168.28,504.84
CMD-0007472,2023-04-04,Pneus & Mécanique Pro,9249.17,WAT-28353,Radiateur alu (Gates),10,327.74,3277.4
CMD-0007472,2023-04-04,Pneus & Mécanique Pro,9249.17,CAL-22555,Plaquettes AR (Textar),11,191.94,2111.34
CMD-0007472,2023-04-04,Pneus & Mécanique Pro,9249.17,SEN-05822,Démarreur 1.8kW (Bosch),7,479.37,3355.59
CMD-0007473,2023-01-01,Garage du Centre,6436.32,SEN-01688,Sonde Lambda amont (Delphi),2,454.64,909.28
CMD-0007473,2023-01-01,Garage du Centre,6436.32,SUS-45552,Rotule de direction (Sachs),7,327.68,2293.76
CMD-0007473,2023-01-01,Garage du Centre,6436.32,CAL-27541,Plaquettes AR (Textar),9,151.38,1362.42
CMD-0007473,2023-01-01,Garage du Centre,6436.32,BEL-48638,Courroie accessoire (Nissens),3,317.34,952.02
CMD-0007473,2023-01-01,Garage du Centre,6436.32,RAD-25102,Kit distribution + pompe (SKF),4,229.71,918.84
CMD-0007474,2023-02-23,Moteurs & Cie,6702.8,SEN-19904,Sonde Lambda amont (NGK),10,373.44,3734.4
CMD-0007474,2023-02-23,Moteurs & Cie,6702.8,ALT-47367,Sonde Lambda amont (Delphi),3,180.06,540.18
CMD-0007474,2023-02-23,Moteurs & Cie,6702.8,ROT-25328,Flexible de frein (Brembo),9,207.98,1871.82
