code_barre_128,sku,classe_produit,designation,emplacement_id,prix_achat_cad,prix_importation_cad,prix_transport_cad,cout_de_revient_total,longueur_cm,largeur_cm,hauteur_cm,poids_kg,classe_abc
C1285359207693,BRK-046264,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-23-c-08,47.61,2.27,8.73,58.61,21.4,16.0,9.2,2.41,C
C1286935602101,EXH-046265,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L20-H4-S16,166.38,9.30,35.64,211.32,99.3,31.7,28.6,14.82,A
C1287236997366,RAD-046266,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L01-H5-S14,94.00,5.09,18.44,117.53,55.4,59.0,5.5,6.73,C
C1281878772793,FUS-046267,FUS - Petite Piece A2,Boîte fusibles relais,A2-C12-T07-F,9.03,0.36,3.38,12.77,9.8,5.5,3.1,0.18,A
C1281307282766,BRK-046268,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-17-c-12,33.77,1.99,8.04,43.80,15.3,10.9,9.1,1.98,B
C1281693662950,FLT-046269,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-12-b-08,14.57,0.90,3.61,19.08,35.1,18.6,5.1,0.4,C
C1281278759159,ALT-046270,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-38-c-08,135.44,6.95,18.69,161.08,26.7,18.5,18.9,6.25,A
C1288407431264,FUS-046271,FUS - Petite Piece A2,Boîte fusibles relais,A2-C10-T01-A,8.61,0.55,2.73,11.89,11.8,3.0,3.8,0.05,C
C1289981269134,FLT-046272,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-28-a-08,18.63,0.91,2.55,22.09,29.2,24.7,5.7,0.31,C
C1281683085359,STR-046273,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L20-H2-S13,125.52,7.07,18.79,151.38,60.0,23.4,17.2,6.48,A
C1289238627885,BRK-046274,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-40-c-06,33.16,1.70,7.05,41.91,20.5,11.3,9.4,2.52,A
C1286897048250,SPK-046275,SPK - Petite Piece A2,Bougie allumage iridium,A2-C15-T05-D,11.62,0.65,3.76,16.03,14.0,3.4,3.6,0.13,A
C1285485343656,SPK-046276,SPK - Petite Piece A2,Bougie allumage iridium,A2-C14-T05-E,7.55,0.31,1.55,9.41,11.9,2.3,3.6,0.08,C
C1282844405670,FLT-046277,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-24-c-07,20.70,1.15,3.07,24.92,24.8,24.7,7.2,0.54,B
C1283438467581,BRK-046278,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-14-c-03,31.05,1.96,8.58,41.59,19.0,16.9,9.5,3.03,C
C1287707271930,ROT-046279,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-08-a-12,86.61,3.62,32.42,122.65,30.7,31.6,4.6,13.78,A
C1281404761733,BLB-046280,BLB - Petite Piece A2,Ampoule LED H7,A2-C18-T01-D,14.71,0.55,2.76,18.02,6.9,5.3,5.4,0.06,C
C1288502166148,ALT-046281,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-20-a-09,267.85,14.97,29.54,312.36,22.1,18.8,19.3,8.37,A
C1288228313522,ALT-046282,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-40-c-02,263.78,9.70,26.93,300.41,26.4,21.1,19.1,7.08,A
C1281330967250,EXH-046283,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L18-H2-S10,95.11,5.51,28.08,128.70,123.9,27.1,27.6,11.72,A
C1285496839329,SPK-046284,SPK - Petite Piece A2,Bougie allumage iridium,A2-C11-T12-D,15.44,0.91,2.87,19.22,11.7,3.8,2.5,0.15,A
C1283833570260,STR-046285,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L04-H1-S15,77.23,4.91,21.13,103.27,60.7,17.6,21.2,8.21,C
C1282890528638,RAD-046286,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-07-02-H4,163.61,10.62,19.79,194.02,76.1,45.0,10.4,5.0,C
C1285325320509,BRK-046287,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-04-c-07,30.21,1.68,5.23,37.12,21.8,15.5,9.2,1.62,C
C1283791610537,ROT-046288,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-19-b-12,37.49,2.01,25.61,65.11,35.1,28.2,4.5,11.38,C
C1285944226208,BRK-046289,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-06-b-02,57.50,3.32,7.79,68.61,15.1,12.7,9.9,1.92,A
C1285933024914,BRK-046290,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-23-c-10,49.05,1.78,10.89,61.72,16.5,10.5,8.4,3.74,C
C1281642658488,FLT-046291,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-30-a-05,12.88,0.46,3.78,17.12,21.7,19.7,7.7,0.44,C
C1289194157360,ROT-046292,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-27-b-08,79.86,4.80,22.67,107.33,33.8,34.2,6.4,9.05,B
C1287504635047,ROT-046293,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-23-b-06,99.81,4.90,20.42,125.13,34.9,29.5,4.5,7.81,A
C1286557181930,BRK-046294,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-36-a-12,56.70,3.52,11.69,71.91,18.3,17.3,9.2,3.58,C
C1286728125785,STR-046295,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-05-16-H1,111.76,4.94,23.43,140.13,76.7,17.0,17.5,8.56,B
C1283450761695,SEN-046296,SEN - Petite Piece A2,Capteur ABS,A2-C11-T03-C,39.26,2.45,3.20,44.91,8.9,4.4,4.4,0.28,B
C1289112441053,ALT-046297,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-35-b-05,276.86,13.95,25.03,315.84,23.3,23.7,19.1,5.91,C
C1289923961214,SPK-046298,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T05-E,7.95,0.46,4.44,12.85,13.7,3.2,2.2,0.13,A
C1284105158016,BLB-046299,BLB - Petite Piece A2,Ampoule LED H7,A2-C16-T07-D,9.86,0.58,2.22,12.66,6.0,5.7,5.7,0.08,C
C1281956513888,ROT-046300,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-28-b-09,94.94,4.70,26.85,126.49,28.5,27.8,4.5,11.87,C
C1282343295340,ROT-046301,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-40-a-07,48.78,2.50,28.85,80.13,28.6,34.1,6.5,13.28,C
C1282505315912,SEN-046302,SEN - Petite Piece A2,Capteur ABS,A2-C10-T05-C,20.34,0.75,5.14,26.23,11.4,7.3,3.2,0.34,C
C1282741812372,BMP-046303,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L06-H2-S02,164.26,7.86,33.54,205.66,155.7,64.9,54.1,12.79,C
C1289739418867,BLB-046304,BLB - Petite Piece A2,Ampoule LED H7,A2-C13-T05-G,23.15,1.18,4.85,29.18,6.1,4.1,4.3,0.07,A
C1284843986842,RAD-046305,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-06-16-H4,139.06,6.81,17.86,163.73,59.4,46.3,6.4,5.07,C
C1286471489067,BRK-046306,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-17-a-10,49.21,2.30,9.22,60.73,20.4,16.6,5.6,2.38,C
C1287465137476,BRK-046307,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-03-c-10,64.65,3.43,8.48,76.56,21.6,14.3,7.1,2.47,B
C1289499211947,ALT-046308,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-38-c-10,165.56,5.96,24.18,195.70,27.6,22.0,24.6,8.91,B
C1283610876643,STR-046309,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L25-H1-S11,111.93,5.51,24.83,142.27,60.5,23.0,22.1,9.46,B
C1284000655034,EXH-046310,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L25-H5-S14,95.16,3.39,34.59,133.14,131.3,37.6,18.3,15.83,C
C1282339434143,FUS-046311,FUS - Petite Piece A2,Boîte fusibles relais,A2-C09-T07-H,8.13,0.40,3.81,12.34,5.5,4.6,2.6,0.18,A
C1288698899126,STR-046312,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L16-H4-S05,86.08,5.40,23.58,115.06,72.3,16.7,17.1,8.91,A
C1287841048609,STR-046313,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-09-03-H4,121.06,7.67,20.63,149.36,71.1,16.5,19.5,7.08,B
C1287018376473,SEN-046314,SEN - Petite Piece A2,Capteur ABS,A2-C12-T06-E,33.10,1.20,5.70,40.00,8.5,6.0,4.5,0.26,C
C1282166218653,FLT-046315,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-40-c-05,19.67,1.24,5.20,26.11,28.8,17.1,7.3,0.5,B
C1285109793538,ALT-046316,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-39-b-02,218.41,8.84,25.55,252.80,28.5,19.1,22.1,7.85,B
C1285278536412,ALT-046317,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-10-b-01,267.78,11.06,24.84,303.68,29.7,19.7,20.9,6.82,B
C1287699794321,SPK-046318,SPK - Petite Piece A2,Bougie allumage iridium,A2-C02-T12-C,11.70,0.71,4.60,17.01,12.6,2.7,3.6,0.1,C
C1284215732729,ALT-046319,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-07-b-11,169.81,7.90,25.04,202.75,20.9,21.5,20.5,8.5,B
C1287656019957,BLB-046320,BLB - Petite Piece A2,Ampoule LED H7,A2-C10-T08-F,8.79,0.44,2.31,11.54,7.2,5.4,5.9,0.11,C
C1282645467775,ALT-046321,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-37-b-07,198.57,8.73,21.33,228.63,27.7,18.9,19.4,6.65,B
C1289626178098,SEN-046322,SEN - Petite Piece A2,Capteur ABS,A2-C16-T12-F,30.92,1.26,2.80,34.98,9.3,7.7,4.7,0.24,B
C1286834197307,FUS-046323,FUS - Petite Piece A2,Boîte fusibles relais,A2-C18-T05-H,10.73,0.46,4.49,15.68,7.9,5.1,2.8,0.15,A
C1286519745570,FLT-046324,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-40-a-07,15.87,0.89,3.06,19.82,32.2,22.0,5.7,0.47,C
C1284955357253,FUS-046325,FUS - Petite Piece A2,Boîte fusibles relais,A2-C13-T13-G,9.02,0.35,3.16,12.53,8.1,3.3,3.2,0.19,C
C1284304113284,STR-046326,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L19-H2-S01,106.36,5.73,21.12,133.21,79.8,21.0,23.4,8.14,B
C1281458242231,BRK-046327,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-17-b-05,61.34,3.08,9.72,74.14,19.9,11.8,6.5,1.99,B
C1283131023406,STR-046328,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L12-H4-S15,61.45,3.85,16.26,81.56,55.4,17.3,22.5,5.98,B
C1289520215232,RAD-046329,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-01-18-H2,151.42,7.05,19.52,177.99,57.9,49.8,6.9,6.11,B
C1288878682140,BRK-046330,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-35-b-01,54.48,3.09,12.53,70.10,16.5,11.3,9.6,3.58,C
C1285107066277,SPK-046331,SPK - Petite Piece A2,Bougie allumage iridium,A2-C17-T12-A,12.09,0.76,1.73,14.58,12.1,3.3,3.3,0.09,C
C1284598164987,FLT-046332,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-09-b-03,11.08,0.42,2.97,14.47,21.3,24.7,4.0,0.46,B
C1283323432712,BRK-046333,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-12-a-11,46.79,2.62,9.35,58.76,16.6,12.9,9.8,2.07,C
C1283857288199,BRK-046334,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-24-b-01,49.11,2.22,10.51,61.84,16.1,17.7,9.7,3.04,A
C1285576315204,ALT-046335,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-13-b-05,158.20,7.63,23.25,189.08,21.8,21.0,22.8,7.76,C
C1289002851125,SEN-046336,SEN - Petite Piece A2,Capteur ABS,A2-C17-T04-D,26.49,1.03,5.08,32.60,9.8,7.4,4.1,0.36,C
C1289332568428,BLB-046337,BLB - Petite Piece A2,Ampoule LED H7,A2-C10-T14-A,18.90,0.74,3.06,22.70,9.2,5.7,5.6,0.07,C
C1281230978978,ALT-046338,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-02-b-02,171.39,6.52,23.99,201.90,29.4,20.6,24.6,7.9,B
C1284879525903,ALT-046339,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-40-c-03,254.26,10.81,27.23,292.30,21.8,20.2,24.8,7.16,A
C1289954338258,STR-046340,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-05-05-H4,157.80,7.74,19.91,185.45,72.8,18.5,19.5,5.95,B
C1289338637636,BMP-046341,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L04-H3-S01,201.48,9.24,25.41,236.13,157.7,55.4,46.1,7.4,C
C1282420137025,ALT-046342,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-29-b-04,258.97,10.84,23.41,293.22,23.9,20.6,18.9,5.99,A
C1288564571529,ALT-046343,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-17-b-05,259.94,9.79,26.93,296.66,21.7,23.2,22.2,8.21,B
C1282443202349,BRK-046344,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-04-c-02,30.55,1.50,6.59,38.64,22.5,16.9,9.4,1.55,C
C1285984835615,FLT-046345,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-24-a-06,13.85,0.69,4.11,18.65,21.4,15.7,5.5,0.44,C
C1289626967546,SEN-046346,SEN - Petite Piece A2,Capteur ABS,A2-C16-T06-D,39.44,1.70,4.80,45.94,9.1,5.6,5.6,0.29,B
C1282520887724,SEN-046347,SEN - Petite Piece A2,Capteur ABS,A2-C20-T04-C,21.75,1.29,2.66,25.70,13.2,5.6,4.5,0.12,A
C1289572647953,ROT-046348,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-40-c-08,69.52,2.84,22.21,94.57,28.7,34.5,4.8,8.87,A
C1281215880643,SPK-046349,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T15-D,8.98,0.35,3.56,12.89,12.6,3.8,2.6,0.14,C
C1287173335486,BRK-046350,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-24-a-04,22.90,1.04,8.91,32.85,22.9,15.3,8.1,3.58,C
C1286936035390,FLT-046351,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-11-a-01,12.88,0.66,4.31,17.85,21.7,23.7,7.0,0.53,C
C1286530472143,BMP-046352,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L18-H1-S11,243.77,13.65,28.87,286.29,180.4,59.8,50.0,9.23,A
C1283357886860,ALT-046353,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-37-b-03,158.85,8.70,24.09,191.64,26.7,22.2,19.5,7.5,A
C1286790984385,ALT-046354,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-40-b-06,205.20,10.76,27.00,242.96,29.8,19.0,21.4,8.06,C
C1283153328603,FUS-046355,FUS - Petite Piece A2,Boîte fusibles relais,A2-C14-T06-G,7.03,0.36,4.25,11.64,10.6,7.5,3.2,0.15,B
C1288638023166,FLT-046356,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-25-a-12,16.44,0.81,5.26,22.51,28.0,21.4,5.6,0.51,A
C1288602637702,BRK-046357,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-19-b-02,50.87,1.97,9.30,62.14,17.1,15.6,9.9,2.27,A
C1286356147186,BRK-046358,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-34-b-09,23.54,1.06,7.98,32.58,23.4,12.4,7.5,2.24,C
C1285702111319,ROT-046359,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-38-a-10,58.84,2.54,28.07,89.45,31.1,27.0,4.2,12.47,B
C1286540952506,FLT-046360,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-19-b-06,20.46,0.72,4.02,25.20,35.3,21.4,6.7,0.49,A
C1283019036409,FLT-046361,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-32-b-07,17.67,1.13,4.18,22.98,20.7,18.0,5.2,0.24,B
C1287183046408,SEN-046362,SEN - Petite Piece A2,Capteur ABS,A2-C14-T05-E,27.95,1.45,4.01,33.41,10.4,4.2,4.8,0.16,A
C1287860271180,FLT-046363,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-22-b-06,17.65,0.88,4.60,23.13,34.6,17.3,5.7,0.3,B
C1289879998942,BRK-046364,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-08-a-09,61.38,2.69,8.27,72.34,16.8,13.1,8.6,1.89,B
C1281419301233,ROT-046365,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-03-c-05,68.89,3.34,25.90,98.13,27.8,30.8,4.6,11.62,C
C1284558279485,BRK-046366,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-35-b-01,31.43,1.70,8.35,41.48,17.8,16.0,8.9,3.1,C
C1288724509157,BMP-046367,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-07-20-H3,296.23,17.01,29.43,342.67,174.3,45.9,44.2,8.5,C
C1281196256790,FUS-046368,FUS - Petite Piece A2,Boîte fusibles relais,A2-C07-T02-F,6.89,0.31,4.18,11.38,6.9,4.3,4.7,0.12,C
C1285705255842,STR-046369,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L09-H5-S03,111.89,5.60,21.47,138.96,63.6,23.0,18.7,8.28,C
C1287052552333,FLT-046370,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-06-a-03,21.82,1.00,3.84,26.66,32.0,17.9,5.4,0.42,C
C1284237354822,ROT-046371,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-15-c-11,43.46,2.01,15.75,61.22,28.0,33.4,6.3,6.24,C
C1281035517726,FUS-046372,FUS - Petite Piece A2,Boîte fusibles relais,A2-C06-T02-G,7.02,0.40,2.64,10.06,10.8,5.6,3.3,0.07,B
C1281567662167,FLT-046373,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-26-b-09,21.51,1.05,4.78,27.34,36.7,17.9,5.3,0.58,A
C1289380699764,RAD-046374,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L12-H5-S02,98.03,5.11,18.58,121.72,74.0,54.5,7.7,6.86,C
C1288549802176,ALT-046375,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-23-c-12,240.14,15.48,22.54,278.16,25.5,23.3,19.2,5.95,C
C1281797940388,ROT-046376,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-14-c-06,100.80,6.50,20.38,127.68,27.3,33.6,4.5,8.27,A
C1287768151517,FLT-046377,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-33-b-01,20.95,0.75,4.27,25.97,26.8,17.7,4.7,0.23,C
C1285407223560,RAD-046378,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-10-20-H1,134.14,7.14,16.15,157.43,82.5,53.8,7.3,3.68,C
C1283857831145,STR-046379,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-06-18-H2,112.47,4.43,21.62,138.52,65.6,22.5,15.5,7.98,B
C1288893952438,RAD-046380,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L23-H4-S05,171.80,7.02,20.58,199.40,84.7,43.2,8.1,5.85,A
C1284523398231,STR-046381,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-01-06-H2,86.45,3.06,15.60,105.11,65.8,18.3,20.0,5.55,A
C1282764029533,BLB-046382,BLB - Petite Piece A2,Ampoule LED H7,A2-C10-T10-B,8.95,0.53,3.45,12.93,7.9,4.2,4.6,0.09,C
C1287857181008,BRK-046383,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-07-a-09,28.28,1.28,5.29,34.85,17.5,15.8,8.0,1.67,B
C1282347611052,ALT-046384,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-11-c-05,271.73,14.86,28.61,315.20,26.5,20.1,18.8,8.85,B
C1288152196881,SPK-046385,SPK - Petite Piece A2,Bougie allumage iridium,A2-C01-T12-D,8.55,0.55,1.64,10.74,10.8,2.3,2.6,0.15,C
C1281852025897,RAD-046386,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-07-10-H2,97.82,5.21,13.67,116.70,65.3,55.3,9.4,3.59,B
C1281999807318,RAD-046387,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-01-08-H3,81.78,3.48,14.00,99.26,71.6,62.6,11.4,4.6,C
C1289206878209,BRK-046388,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-11-a-09,54.48,1.95,9.24,65.67,18.9,16.2,8.3,3.26,B
C1281889899980,ALT-046389,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-16-c-05,169.10,7.52,20.02,196.64,26.5,22.3,19.5,6.18,C
C1284115048700,BRK-046390,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-38-a-08,60.26,3.88,9.29,73.43,20.7,11.9,7.3,2.78,C
C1287609113963,ALT-046391,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-23-c-03,221.87,8.62,27.68,258.17,24.6,19.6,18.7,8.09,B
C1286344008935,ROT-046392,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-32-a-11,52.63,2.68,27.05,82.36,26.3,32.2,4.3,11.7,C
C1288011514175,ALT-046393,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-24-b-05,218.27,11.05,25.91,255.23,24.5,24.2,24.4,7.43,C
C1288961625294,FUS-046394,FUS - Petite Piece A2,Boîte fusibles relais,A2-C03-T10-B,6.14,0.30,3.19,9.63,8.1,3.5,4.0,0.19,B
C1289355862855,BRK-046395,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-11-a-10,44.42,2.18,11.00,57.60,15.3,14.3,6.6,2.99,B
C1281708779684,BLB-046396,BLB - Petite Piece A2,Ampoule LED H7,A2-C02-T05-G,13.57,0.55,4.28,18.40,8.6,5.1,5.5,0.08,C
C1285660445356,ROT-046397,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-26-a-04,84.28,4.59,19.70,108.57,33.2,31.5,5.1,7.74,A
C1288154281472,FUS-046398,FUS - Petite Piece A2,Boîte fusibles relais,A2-C18-T10-B,11.64,0.71,1.85,14.20,10.4,7.4,3.3,0.16,A
C1289065825209,BRK-046399,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-13-b-07,41.38,2.04,9.38,52.80,15.9,11.6,8.2,2.09,B
C1288869963335,FUS-046400,FUS - Petite Piece A2,Boîte fusibles relais,A2-C07-T02-D,11.71,0.74,4.68,17.13,10.0,7.8,2.3,0.13,A
C1285011305204,FLT-046401,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-38-b-03,13.75,0.75,4.26,18.76,33.6,21.8,7.9,0.51,B
C1286726270950,FLT-046402,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-14-b-09,20.55,0.85,3.41,24.81,27.2,18.9,7.2,0.54,B
C1288997390435,ROT-046403,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-30-b-12,104.25,5.25,21.04,130.54,27.4,35.9,6.1,7.44,B
C1282882395223,BLB-046404,BLB - Petite Piece A2,Ampoule LED H7,A2-C14-T12-A,19.12,0.99,3.73,23.84,9.9,6.0,4.7,0.07,A
C1284541314259,ALT-046405,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-18-a-09,250.82,14.80,23.03,288.65,23.3,18.6,19.2,5.72,B
C1286702304210,FLT-046406,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-02-b-08,19.58,0.80,3.89,24.27,32.4,22.9,6.5,0.3,C
C1281311641208,BLB-046407,BLB - Petite Piece A2,Ampoule LED H7,A2-C10-T15-A,9.32,0.52,1.84,11.68,8.9,5.3,4.7,0.11,C
C1287374509928,FLT-046408,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-17-c-04,18.45,0.96,4.62,24.03,23.0,20.4,5.4,0.33,A
C1282808239859,ALT-046409,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-29-a-10,151.16,7.47,24.29,182.92,28.4,24.2,18.0,8.35,B
C1287825506715,BRK-046410,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-35-a-01,52.27,3.22,6.11,61.60,17.5,12.0,8.8,1.56,C
C1281745489739,FLT-046411,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-30-b-01,13.16,0.47,3.81,17.44,33.5,17.9,6.7,0.58,A
C1289138400287,RAD-046412,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L08-H2-S02,94.73,3.42,17.39,115.54,75.0,61.8,7.6,6.23,C
C1284577183186,FLT-046413,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-36-a-07,13.76,0.70,4.29,18.75,28.9,22.3,5.5,0.27,B
C1286022335913,ALT-046414,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-34-a-11,157.43,7.45,21.66,186.54,20.0,19.6,18.1,6.39,A
C1284467228770,ROT-046415,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-32-b-08,62.20,3.26,28.44,93.90,30.7,26.3,6.8,13.46,C
C1283467756648,EXH-046416,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L22-H1-S14,235.60,9.05,27.47,272.12,123.2,26.9,22.9,9.03,B
C1288631867862,SEN-046417,SEN - Petite Piece A2,Capteur ABS,A2-C18-T07-E,40.02,2.38,3.02,45.42,9.4,5.2,3.9,0.17,A
C1288703763441,BRK-046418,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-38-b-05,62.88,2.46,8.13,73.47,20.3,14.1,8.1,1.6,A
C1287798412853,ALT-046419,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-05-b-11,189.43,9.49,22.04,220.96,26.0,19.3,19.7,6.09,B
C1281630115169,ALT-046420,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-17-b-02,144.69,8.65,20.36,173.70,24.1,24.3,19.7,5.75,A
C1288534378053,EXH-046421,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-06-13-H3,207.35,7.73,28.63,243.71,128.5,38.5,21.2,9.66,B
C1284712888190,SPK-046422,SPK - Petite Piece A2,Bougie allumage iridium,A2-C16-T05-D,8.32,0.39,4.10,12.81,13.2,2.4,2.5,0.12,B
C1287523024405,BRK-046423,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-18-a-01,24.74,1.11,10.87,36.72,19.9,15.4,7.7,3.42,A
C1285936751271,BMP-046424,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L02-H1-S16,206.82,12.76,32.60,252.18,165.0,53.4,45.0,11.75,B
C1288422842671,BMP-046425,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L25-H2-S10,252.82,12.46,26.88,292.16,154.3,55.6,54.1,7.3,C
C1284668531559,ROT-046426,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-17-c-01,64.58,3.46,27.41,95.45,35.3,30.0,5.7,12.46,C
C1281987985787,BMP-046427,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L16-H3-S06,168.56,9.73,28.53,206.82,158.9,53.3,54.4,10.34,C
